d1_h1_y1_b1,98.571,215.857
d1_h1_y1_b2,115.821,251.964
d1_h1_y1_b4,122.464,275.036
d1_h1_y1_b3,118.821,264.964
d1_h1_y2_b1,88.321,199.750
d1_h1_y2_b3,109.036,244.107
d1_h1_y2_b2,104.643,238.643
d1_h1_y2_b4,117.321,261.429
d1_h1_y3_b1,86.821,198.286
d1_h1_y3_b2,97.286,218.357
d1_h1_y3_b4,106.107,239.857
d1_h1_y3_b3,108.107,239.643
d1_h1_y4_b1,91.036,200.714
d1_h1_y4_b2,90.500,207.179
d1_h1_y4_b4,103.429,231.750
d1_h1_y4_b3,101.857,230.071
d1_h2_y1_b1,44.250,121.321
d1_h2_y1_b2,67.714,164.286
d1_h2_y1_b4,80.821,192.250
d1_h2_y1_b3,77.964,188.143
d1_h2_y2_b1,46.714,127.607
d1_h2_y2_b2,72.036,173.286
d1_h2_y2_b3,76.357,183.500
d1_h2_y2_b4,90.536,211.143
d1_h2_y3_b1,55.214,143.143
d1_h2_y3_b3,67.179,164.857
d1_h2_y3_b2,69.607,169.643
d1_h2_y3_b4,82.750,192.929
d1_h2_y4_b2,51.179,137.607
d1_h2_y4_b1,53.286,136.643
d1_h2_y4_b3,70.393,171.393
d1_h2_y4_b4,82.071,195.536
d1_h3_y1_b1,24.643,88.643
d1_h3_y1_b2,33.929,107.107
d1_h3_y1_b3,46.786,128.107
d1_h3_y1_b4,53.107,142.464
d1_h3_y2_b1,32.286,102.536
d1_h3_y2_b2,37.893,112.071
d1_h3_y2_b3,48.036,131.536
d1_h3_y2_b4,53.929,143.929
d1_h3_y3_b1,36.357,108.464
d1_h3_y3_b2,49.143,133.250
d1_h3_y3_b3,52.107,142.214
d1_h3_y3_b4,64.464,160.571
d1_h3_y4_b1,37.714,111.071
d1_h3_y4_b2,40.786,118.429
d1_h3_y4_b3,53.357,140.786
d1_h3_y4_b4,50.357,136.321
d1_h4_y1_b1,15.893,69.750
d1_h4_y1_b2,20.679,79.750
d1_h4_y1_b4,28.036,94.571
d1_h4_y1_b3,30.893,100.107
d1_h4_y2_b1,23.214,84.179
d1_h4_y2_b2,30.679,100.250
d1_h4_y2_b3,30.857,100.857
d1_h4_y2_b4,42.143,121.393
d1_h4_y3_b1,27.036,93.429
d1_h4_y3_b2,34.000,104.036
d1_h4_y3_b3,39.393,117.036
d1_h4_y3_b4,44.857,123.750
d1_h4_y4_b1,32.571,99.964
d1_h4_y4_b2,30.964,102.500
d1_h4_y4_b3,46.607,128.036
d1_h4_y4_b4,52.071,137.750
d2_h1_y1_b1,125.607,259.786
d2_h1_y1_b2,138.036,291.071
d2_h1_y1_b3,133.893,289.821
d2_h1_y1_b4,134.107,291.643
d2_h1_y2_b1,122.643,259.179
d2_h1_y2_b2,136.964,279.786
d2_h1_y2_b3,127.929,280.036
d2_h1_y2_b4,135.250,299.464
d2_h1_y3_b1,124.893,266.714
d2_h1_y3_b2,121.786,265.964
d2_h1_y3_b3,128.964,280.286
d2_h1_y3_b4,127.071,279.250
d2_h1_y4_b1,126.250,262.071
d2_h1_y4_b2,122.143,265.929
d2_h1_y4_b3,126.750,270.750
d2_h1_y4_b4,127.964,279.214
d2_h2_y1_b1,90.464,198.214
d2_h2_y1_b2,113.464,239.929
d2_h2_y1_b3,119.393,258.964
d2_h2_y1_b4,121.750,263.679
d2_h2_y2_b2,99.214,224.393
d2_h2_y2_b1,100.143,221.286
d2_h2_y2_b3,114.036,248.643
d2_h2_y2_b4,115.679,256.321
d2_h2_y3_b1,82.821,192.571
d2_h2_y3_b2,96.464,215.250
d2_h2_y3_b3,105.607,233.429
d2_h2_y3_b4,110.250,245.500
d2_h2_y4_b1,83.036,192.036
d2_h2_y4_b2,88.964,203.000
d2_h2_y4_b3,101.643,230.321
d2_h2_y4_b4,119.929,259.214
d2_h3_y1_b1,45.000,119.250
d2_h3_y1_b2,62.679,150.071
d2_h3_y1_b3,69.786,164.536
d2_h3_y1_b4,89.786,204.714
d2_h3_y2_b1,48.107,128.107
d2_h3_y2_b2,69.679,167.857
d2_h3_y2_b3,74.321,176.429
d2_h3_y2_b4,79.929,189.821
d2_h3_y3_b1,57.143,146.750
d2_h3_y3_b2,75.071,173.000
d2_h3_y3_b3,88.107,200.857
d2_h3_y3_b4,90.893,204.714
d2_h3_y4_b1,61.393,152.321
d2_h3_y4_b4,78.857,187.143
d2_h3_y4_b2,81.000,184.286
d2_h3_y4_b3,90.679,206.107
d2_h4_y1_b1,30.071,93.607
d2_h4_y1_b2,36.964,107.250
d2_h4_y1_b3,41.714,115.714
d2_h4_y1_b4,50.357,132.214
d2_h4_y2_b1,39.679,112.429
d2_h4_y2_b2,45.179,125.357
d2_h4_y2_b3,55.429,141.429
d2_h4_y2_b4,59.393,151.143
d2_h4_y3_b1,41.893,116.750
d2_h4_y3_b2,43.821,123.714
d2_h4_y3_b4,60.071,156.143
d2_h4_y3_b3,64.893,159.250
d2_h4_y4_b1,41.500,118.821
d2_h4_y4_b2,56.679,145.679
d2_h4_y4_b4,69.286,167.143
d2_h4_y4_b3,68.786,164.357
d3_h1_y1_b2,132.607,277.071
d3_h1_y1_b1,141.286,281.607
d3_h1_y1_b3,137.071,290.536
d3_h1_y1_b4,139.821,299.107
d3_h1_y2_b1,134.214,271.536
d3_h1_y2_b4,131.857,286.607
d3_h1_y2_b3,135.500,288.679
d3_h1_y2_b2,139.036,294.000
d3_h1_y3_b1,124.071,260.393
d3_h1_y3_b3,136.500,289.821
d3_h1_y3_b2,136.393,286.000
d3_h1_y3_b4,128.500,283.179
d3_h1_y4_b1,129.036,267.750
d3_h1_y4_b2,136.214,285.286
d3_h1_y4_b3,138.750,288.607
d3_h1_y4_b4,134.000,288.607
d3_h2_y1_b1,108.321,221.143
d3_h2_y1_b2,120.964,256.143
d3_h2_y1_b4,128.929,275.964
d3_h2_y1_b3,128.750,271.750
d3_h2_y2_b1,114.000,237.786
d3_h2_y2_b2,132.857,276.821
d3_h2_y2_b4,131.250,281.000
d3_h2_y2_b3,135.679,285.607
d3_h2_y3_b1,111.786,243.071
d3_h2_y3_b2,116.250,250.321
d3_h2_y3_b4,134.000,289.214
d3_h2_y3_b3,138.786,289.821
d3_h2_y4_b2,107.214,237.464
d3_h2_y4_b1,116.286,246.714
d3_h2_y4_b3,123.500,268.464
d3_h2_y4_b4,128.464,274.571
d3_h3_y1_b1,69.071,154.786
d3_h3_y1_b2,87.071,178.964
d3_h3_y1_b3,104.857,220.536
d3_h3_y1_b4,106.107,229.607
d3_h3_y2_b2,96.321,213.214
d3_h3_y2_b1,95.286,204.643
d3_h3_y2_b3,107.000,230.143
d3_h3_y2_b4,116.857,253.964
d3_h3_y3_b2,90.571,201.357
d3_h3_y3_b1,100.214,216.214
d3_h3_y3_b3,104.250,231.000
d3_h3_y3_b4,111.821,245.357
d3_h3_y4_b1,78.321,183.214
d3_h3_y4_b2,94.679,213.536
d3_h3_y4_b3,99.643,220.964
d3_h3_y4_b4,100.250,227.536
d3_h4_y1_b1,38.679,107.500
d3_h4_y1_b2,47.357,118.750
d3_h4_y1_b3,60.821,144.607
d3_h4_y1_b4,69.857,161.250
d3_h4_y2_b1,62.071,148.000
d3_h4_y2_b2,68.571,161.679
d3_h4_y2_b3,79.357,181.321
d3_h4_y2_b4,91.571,206.500
d3_h4_y3_b1,51.643,135.036
d3_h4_y3_b2,77.250,178.679
d3_h4_y3_b3,88.321,196.750
d3_h4_y3_b4,86.893,197.393
d3_h4_y4_b1,57.929,145.250
d3_h4_y4_b3,67.286,163.893
d3_h4_y4_b2,70.786,169.357
d3_h4_y4_b4,75.536,179.286
d4_h1_y1_b2,138.107,278.107
d4_h1_y1_b4,133.286,281.714
d4_h1_y1_b3,137.750,287.000
d4_h1_y1_b1,143.500,280.714
d4_h1_y2_b2,133.429,270.357
d4_h1_y2_b1,136.857,275.893
d4_h1_y2_b4,135.929,289.964
d4_h1_y2_b3,137.179,289.750
d4_h1_y3_b2,129.964,271.214
d4_h1_y3_b1,139.964,279.786
d4_h1_y3_b4,136.500,286.857
d4_h1_y3_b3,141.000,296.607
d4_h1_y4_b2,130.964,273.107
d4_h1_y4_b1,130.821,273.607
d4_h1_y4_b3,131.643,281.179
d4_h1_y4_b4,137.786,292.250
d4_h2_y1_b1,120.393,236.393
d4_h2_y1_b3,121.571,261.286
d4_h2_y1_b2,129.643,261.536
d4_h2_y1_b4,136.393,287.143
d4_h2_y2_b2,119.143,248.571
d4_h2_y2_b1,132.071,270.464
d4_h2_y2_b4,138.071,288.786
d4_h2_y2_b3,139.107,290.429
d4_h2_y3_b1,127.464,261.679
d4_h2_y3_b2,137.429,281.786
d4_h2_y3_b3,125.357,271.429
d4_h2_y3_b4,134.821,291.000
d4_h2_y4_b1,123.321,258.214
d4_h2_y4_b4,129.893,281.964
d4_h2_y4_b2,133.357,277.000
d4_h2_y4_b3,130.321,275.786
d4_h3_y1_b1,80.821,166.929
d4_h3_y1_b2,100.536,211.643
d4_h3_y1_b4,111.857,234.500
d4_h3_y1_b3,107.107,227.929
d4_h3_y2_b1,106.679,221.464
d4_h3_y2_b3,121.143,251.250
d4_h3_y2_b2,117.250,245.857
d4_h3_y2_b4,128.607,270.286
d4_h3_y3_b1,110.286,232.607
d4_h3_y3_b2,119.679,251.750
d4_h3_y3_b3,118.786,256.429
d4_h3_y3_b4,126.571,270.286
d4_h3_y4_b2,114.214,245.893
d4_h3_y4_b1,109.321,233.536
d4_h3_y4_b3,116.214,252.393
d4_h3_y4_b4,135.071,282.214
d4_h4_y1_b1,49.429,113.393
d4_h4_y1_b2,54.357,126.393
d4_h4_y1_b3,64.750,145.714
d4_h4_y1_b4,80.107,175.000
d4_h4_y2_b1,71.071,165.643
d4_h4_y2_b2,89.857,197.071
d4_h4_y2_b4,102.107,221.893
d4_h4_y2_b3,102.250,222.679
d4_h4_y3_b1,85.786,183.429
d4_h4_y3_b3,94.786,208.036
d4_h4_y3_b2,99.607,213.821
d4_h4_y3_b4,106.000,234.857
d4_h4_y4_b3,91.679,203.071
d4_h4_y4_b1,92.964,203.143
d4_h4_y4_b2,99.179,217.321
d4_h4_y4_b4,106.321,234.571